Cre01.g000017.t1.1	CHLRE_01g000017v5
Cre12.g556100.t1.1	CHLRE_12g556100v5
Cre12.g556150.t1.1	CHLRE_12g556150v5
Cre12.g556200.t1.1	CHLRE_12g556200v5
Cre12.g556228.t1.1	CHLRE_12g556228v5
Cre12.g556250.t1.1	CHLRE_12g556250v5
Cre12.g556300.t1.1	CHLRE_12g556300v5
Cre12.g556350.t1.1	CHLRE_12g556350v5
Cre12.g556400.t1.1	CHLRE_12g556400v5
Cre12.g556450.t1.1	CHLRE_12g556450v5
Cre12.g556500.t1.1	CHLRE_12g556500v5
Cre12.g556550.t1.1	CHLRE_12g556550v5
Cre12.g556600.t1.1	CHLRE_12g556600v5
Cre12.g556650.t1.1	CHLRE_12g556650v5
Cre12.g556653.t1.1	CHLRE_12g556653v5
Cre12.g556700.t1.1	CHLRE_12g556700v5
Cre12.g556750.t1.1	CHLRE_12g556750v5
Cre12.g556800.t1.1	CHLRE_12g556800v5
Cre12.g556802.t1.1	CHLRE_12g556802v5
Cre12.g556803.t1.1	CHLRE_12g556803v5
Cre12.g556905.t1.1	CHLRE_12g556905v5
Cre12.g556911.t1.1	CHLRE_12g556911v5
Cre12.g556912.t1.1	CHLRE_12g556912v5
Cre12.g556913.t1.1	CHLRE_12g556913v5
Cre12.g556950.t1.1	CHLRE_12g556950v5
Cre12.g557000.t1.1	CHLRE_12g557000v5
Cre12.g557050.t1.1	CHLRE_12g557050v5
Cre12.g557078.t1.1	CHLRE_12g557078v5
Cre12.g557100.t1.1	CHLRE_12g557100v5
Cre12.g557250.t1.1	CHLRE_12g557250v5
Cre12.g557252.t1.1	CHLRE_12g557252v5
Cre12.g557300.t1.1	CHLRE_12g557300v5
Cre12.g557350.t1.1	CHLRE_12g557350v5
Cre12.g557400.t1.1	CHLRE_12g557400v5
Cre12.g557450.t1.1	CHLRE_12g557450v5
Cre12.g557500.t1.1	CHLRE_12g557500v5
Cre12.g557503.t1.1	CHLRE_12g557503v5
Cre12.g557600.t1.1	CHLRE_12g557600v5
Cre12.g557650.t1.1	CHLRE_12g557650v5
Cre12.g557700.t1.1	CHLRE_12g557700v5
Cre12.g557750.t1.1	CHLRE_12g557750v5
Cre12.g557800.t1.1	CHLRE_12g557800v5
Cre12.g557850.t1.1	CHLRE_12g557850v5
Cre12.g557900.t1.1	CHLRE_12g557900v5
Cre12.g557928.t1.1	CHLRE_12g557928v5
Cre12.g557950.t1.1	CHLRE_12g557950v5
Cre12.g558000.t1.1	CHLRE_12g558000v5
Cre12.g558050.t1.1	CHLRE_12g558050v5
Cre12.g558100.t1.1	CHLRE_12g558100v5
Cre12.g558150.t1.1	CHLRE_12g558150v5
Cre12.g558200.t1.1	CHLRE_12g558200v5
Cre12.g558250.t1.1	CHLRE_12g558250v5
Cre12.g558300.t1.1	CHLRE_12g558300v5
Cre12.g558350.t1.1	CHLRE_12g558350v5
Cre12.g558352.t1.1	CHLRE_12g558352v5
Cre12.g558353.t1.1	CHLRE_12g558353v5
Cre12.g558400.t1.1	CHLRE_12g558400v5
Cre12.g558450.t1.1	CHLRE_12g558450v5
Cre12.g558526.t1.1	CHLRE_12g558526v5
Cre12.g558550.t1.1	CHLRE_12g558550v5
Cre12.g558600.t1.1	CHLRE_12g558600v5
Cre12.g558650.t1.1	CHLRE_12g558650v5
Cre12.g558700.t1.1	CHLRE_12g558700v5
Cre12.g558750.t1.1	CHLRE_12g558750v5
Cre12.g558800.t1.1	CHLRE_12g558800v5
Cre12.g558850.t1.1	CHLRE_12g558850v5
Cre12.g558900.t1.1	CHLRE_12g558900v5
Cre12.g558950.t1.1	CHLRE_12g558950v5
Cre12.g559000.t1.1	CHLRE_12g559000v5
Cre12.g559050.t1.1	CHLRE_12g559050v5
Cre12.g559053.t1.1	CHLRE_12g559053v5
Cre12.g559054.t1.1	CHLRE_12g559054v5
Cre12.g559100.t1.1	CHLRE_12g559100v5
Cre12.g559150.t1.1	CHLRE_12g559150v5
Cre12.g559200.t1.1	CHLRE_12g559200v5
Cre12.g559250.t1.1	CHLRE_12g559250v5
Cre12.g559300.t1.1	CHLRE_12g559300v5
Cre12.g559350.t1.1	CHLRE_12g559350v5
Cre12.g559400.t1.1	CHLRE_12g559400v5
Cre12.g559450.t1.1	CHLRE_12g559450v5
Cre12.g559550.t1.1	CHLRE_12g559550v5
Cre12.g559553.t1.1	CHLRE_12g559553v5
Cre12.g559554.t1.1	CHLRE_12g559554v5
Cre12.g559555.t1.1	CHLRE_12g559555v5
Cre12.g559600.t1.1	CHLRE_12g559600v5
Cre12.g559700.t1.1	CHLRE_12g559700v5
Cre12.g559703.t1.1	CHLRE_12g559703v5
Cre12.g559704.t1.1	CHLRE_12g559704v5
Cre12.g559750.t1.1	CHLRE_12g559750v5
Cre12.g559800.t1.1	CHLRE_12g559800v5
Cre12.g559850.t1.1	CHLRE_12g559850v5
Cre12.g559900.t1.1	CHLRE_12g559900v5
Cre12.g559950.t1.1	CHLRE_12g559950v5
Cre12.g560000.t1.1	CHLRE_12g560000v5
Cre12.g560050.t1.1	CHLRE_12g560050v5
Cre12.g560100.t1.1	CHLRE_12g560100v5
Cre12.g560150.t1.1	CHLRE_12g560150v5
Cre12.g560200.t1.1	CHLRE_12g560200v5
Cre12.g560250.t1.1	CHLRE_12g560250v5
Cre12.g560300.t1.1	CHLRE_12g560300v5
Cre12.g560350.t1.1	CHLRE_12g560350v5
Cre12.g560400.t1.1	CHLRE_12g560400v5
Cre12.g560450.t1.1	CHLRE_12g560450v5
Cre12.g560500.t1.1	CHLRE_12g560500v5
Cre12.g560550.t1.1	CHLRE_12g560550v5
Cre12.g560600.t1.1	CHLRE_12g560600v5
Cre12.g560650.t1.1	CHLRE_12g560650v5
Cre12.g560668.t1.1	CHLRE_12g560668v5
Cre12.g560700.t1.1	CHLRE_12g560700v5
Cre12.g560750.t1.1	CHLRE_12g560750v5
Cre12.g560800.t1.1	CHLRE_12g560800v5
Cre12.g560900.t1.1	CHLRE_12g560900v5
Cre12.g560902.t1.1	CHLRE_12g560902v5
Cre12.g560950.t1.1	CHLRE_12g560950v5
Cre12.g561000.t1.1	CHLRE_12g561000v5
Cre12.g561050.t1.1	CHLRE_12g561050v5
Cre12.g561100.t1.1	CHLRE_12g561100v5
Cre12.g561101.t1.1	CHLRE_12g561101v5
Cre12.g561150.t1.1	CHLRE_12g561150v5
Cre12.g561200.t1.1	CHLRE_12g561200v5
Cre12.g561300.t1.1	CHLRE_12g561300v5
Cre12.g561350.t1.1	CHLRE_12g561350v5
Cre12.g561400.t1.1	CHLRE_12g561400v5
Cre12.g561450.t1.1	CHLRE_12g561450v5
Cre12.g561500.t1.1	CHLRE_12g561500v5
Cre12.g561550.t1.1	CHLRE_12g561550v5
Cre12.g561601.t1.1	CHLRE_12g561601v5
Cre12.g561602.t1.1	CHLRE_12g561602v5
Cre13.g561800.t1.1	CHLRE_13g561800v5
Cre13.g561850.t1.1	CHLRE_13g561850v5
Cre13.g561900.t1.1	CHLRE_13g561900v5
Cre13.g561950.t1.1	CHLRE_13g561950v5
Cre13.g562000.t1.1	CHLRE_13g562000v5
Cre13.g562031.t1.1	CHLRE_13g562031v5
Cre13.g562062.t1.1	CHLRE_13g562062v5
Cre13.g562100.t1.1	CHLRE_13g562100v5
Cre13.g562150.t1.1	CHLRE_13g562150v5
Cre13.g562200.t1.1	CHLRE_13g562200v5
Cre13.g562250.t1.1	CHLRE_13g562250v5
Cre13.g562300.t1.1	CHLRE_13g562300v5
Cre13.g562326.t1.1	CHLRE_13g562326v5
Cre13.g562350.t1.1	CHLRE_13g562350v5
Cre13.g562400.t1.1	CHLRE_13g562400v5
Cre13.g562450.t1.1	CHLRE_13g562450v5
Cre13.g562475.t1.1	CHLRE_13g562475v5
Cre13.g562501.t1.1	CHLRE_13g562501v5
Cre13.g562526.t1.1	CHLRE_13g562526v5
Cre13.g562550.t1.1	CHLRE_13g562550v5
Cre13.g562650.t1.1	CHLRE_13g562650v5
Cre13.g562700.t1.1	CHLRE_13g562700v5
Cre13.g562750.t1.1	CHLRE_13g562750v5
Cre13.g562800.t1.1	CHLRE_13g562800v5
Cre13.g562850.t1.1	CHLRE_13g562850v5
Cre13.g562900.t1.1	CHLRE_13g562900v5
Cre13.g562950.t1.1	CHLRE_13g562950v5
Cre13.g563006.t1.1	CHLRE_13g563006v5
Cre13.g563050.t1.1	CHLRE_13g563050v5
Cre13.g563100.t1.1	CHLRE_13g563100v5
Cre13.g563150.t1.1	CHLRE_13g563150v5
Cre13.g563200.t1.1	CHLRE_13g563200v5
Cre13.g563250.t1.1	CHLRE_13g563250v5
Cre13.g563300.t1.1	CHLRE_13g563300v5
Cre13.g563326.t1.1	CHLRE_13g563326v5
Cre13.g563350.t1.1	CHLRE_13g563350v5
Cre13.g563400.t1.1	CHLRE_13g563400v5
Cre13.g563450.t1.1	CHLRE_13g563450v5
Cre13.g563476.t1.1	CHLRE_13g563476v5
Cre13.g563500.t1.1	CHLRE_13g563500v5
Cre13.g563550.t1.1	CHLRE_13g563550v5
Cre13.g563600.t1.1	CHLRE_13g563600v5
Cre13.g563650.t1.1	CHLRE_13g563650v5
Cre13.g563700.t1.1	CHLRE_13g563700v5
Cre13.g563733.t1.1	CHLRE_13g563733v5
Cre13.g563800.t1.1	CHLRE_13g563800v5
Cre13.g563850.t1.1	CHLRE_13g563850v5
Cre13.g563876.t1.1	CHLRE_13g563876v5
Cre13.g563900.t1.1	CHLRE_13g563900v5
Cre13.g563926.t1.1	CHLRE_13g563926v5
Cre13.g563950.t1.1	CHLRE_13g563950v5
Cre13.g564000.t1.1	CHLRE_13g564000v5
Cre13.g564050.t1.1	CHLRE_13g564050v5
Cre13.g564100.t1.1	CHLRE_13g564100v5
Cre13.g564151.t1.1	CHLRE_13g564151v5
Cre13.g564200.t1.1	CHLRE_13g564200v5
Cre13.g564250.t1.1	CHLRE_13g564250v5
Cre13.g564350.t1.1	CHLRE_13g564350v5
Cre13.g564400.t1.1	CHLRE_13g564400v5
Cre13.g564426.t1.1	CHLRE_13g564426v5
Cre13.g564450.t1.1	CHLRE_13g564450v5
Cre13.g564500.t1.1	CHLRE_13g564500v5
Cre13.g564550.t1.1	CHLRE_13g564550v5
Cre13.g564583.t1.1	CHLRE_13g564583v5
Cre13.g564650.t1.1	CHLRE_13g564650v5
Cre13.g564700.t1.1	CHLRE_13g564700v5
Cre13.g564750.t1.1	CHLRE_13g564750v5
Cre13.g564766.t1.1	CHLRE_13g564766v5
Cre13.g564800.t1.1	CHLRE_13g564800v5
Cre13.g564812.t1.1	CHLRE_13g564812v5
Cre13.g564850.t1.1	CHLRE_13g564850v5
Cre13.g564900.t1.1	CHLRE_13g564900v5
Cre13.g564950.t1.1	CHLRE_13g564950v5
Cre13.g565000.t1.1	CHLRE_13g565000v5
Cre13.g565050.t1.1	CHLRE_13g565050v5
Cre13.g565083.t1.1	CHLRE_13g565083v5
Cre13.g565116.t1.1	CHLRE_13g565116v5
Cre13.g565150.t1.1	CHLRE_13g565150v5
Cre13.g565200.t1.1	CHLRE_13g565200v5
Cre13.g565250.t1.1	CHLRE_13g565250v5
Cre13.g565260.t1.1	CHLRE_13g565260v5
Cre13.g565270.t1.1	CHLRE_13g565270v5
Cre13.g565280.t1.1	CHLRE_13g565280v5
Cre13.g565290.t1.1	CHLRE_13g565290v5
Cre13.g565301.t1.1	CHLRE_13g565301v5
Cre13.g565311.t1.1	CHLRE_13g565311v5
Cre13.g565321.t1.1	CHLRE_13g565321v5
Cre13.g565350.t1.1	CHLRE_13g565350v5
Cre13.g565400.t1.1	CHLRE_13g565400v5
Cre13.g565450.t1.1	CHLRE_13g565450v5
Cre13.g565484.t1.1	CHLRE_13g565484v5
Cre13.g565517.t1.1	CHLRE_13g565517v5
Cre13.g565550.t1.1	CHLRE_13g565550v5
Cre13.g565600.t1.1	CHLRE_13g565600v5
Cre13.g565650.t1.1	CHLRE_13g565650v5
Cre13.g565675.t1.1	CHLRE_13g565675v5
Cre13.g565700.t1.1	CHLRE_13g565700v5
Cre13.g565750.t1.1	CHLRE_13g565750v5
Cre13.g565800.t1.1	CHLRE_13g565800v5
Cre13.g565850.t1.1	CHLRE_13g565850v5
Cre13.g565900.t1.1	CHLRE_13g565900v5
Cre13.g565950.t1.1	CHLRE_13g565950v5
Cre13.g566000.t1.1	CHLRE_13g566000v5
Cre13.g566050.t1.1	CHLRE_13g566050v5
Cre13.g566100.t1.1	CHLRE_13g566100v5
Cre13.g566150.t1.1	CHLRE_13g566150v5
Cre13.g566200.t1.1	CHLRE_13g566200v5
Cre13.g566250.t1.1	CHLRE_13g566250v5
Cre13.g566300.t1.1	CHLRE_13g566300v5
Cre13.g566350.t1.1	CHLRE_13g566350v5
Cre13.g566400.t1.1	CHLRE_13g566400v5
Cre13.g566450.t1.1	CHLRE_13g566450v5
Cre13.g566500.t1.1	CHLRE_13g566500v5
Cre13.g566550.t1.1	CHLRE_13g566550v5
Cre13.g566600.t1.1	CHLRE_13g566600v5
Cre13.g566626.t1.1	CHLRE_13g566626v5
Cre13.g566650.t1.1	CHLRE_13g566650v5
Cre13.g566700.t1.1	CHLRE_13g566700v5
Cre13.g566750.t1.1	CHLRE_13g566750v5
Cre13.g566800.t1.1	CHLRE_13g566800v5
Cre13.g566850.t1.1	CHLRE_13g566850v5
Cre13.g566900.t1.1	CHLRE_13g566900v5
Cre13.g566925.t1.1	CHLRE_13g566925v5
Cre13.g566951.t1.1	CHLRE_13g566951v5
Cre13.g567000.t1.1	CHLRE_13g567000v5
Cre13.g567050.t1.1	CHLRE_13g567050v5
Cre13.g567075.t1.1	CHLRE_13g567075v5
Cre13.g567100.t1.1	CHLRE_13g567100v5
Cre13.g567150.t1.1	CHLRE_13g567150v5
Cre13.g567200.t1.1	CHLRE_13g567200v5
Cre13.g567250.t1.1	CHLRE_13g567250v5
Cre13.g567300.t1.1	CHLRE_13g567300v5
Cre13.g567327.t1.1	CHLRE_13g567327v5
Cre13.g567363.t1.1	CHLRE_13g567363v5
Cre13.g567400.t1.1	CHLRE_13g567400v5
Cre13.g567426.t1.1	CHLRE_13g567426v5
Cre13.g567450.t1.1	CHLRE_13g567450v5
Cre13.g567500.t1.1	CHLRE_13g567500v5
Cre13.g567550.t1.1	CHLRE_13g567550v5
Cre13.g567600.t1.1	CHLRE_13g567600v5
Cre13.g567626.t1.1	CHLRE_13g567626v5
Cre13.g567650.t1.1	CHLRE_13g567650v5
Cre13.g567700.t1.1	CHLRE_13g567700v5
Cre13.g567750.t1.1	CHLRE_13g567750v5
Cre13.g567800.t1.1	CHLRE_13g567800v5
Cre13.g567850.t1.1	CHLRE_13g567850v5
Cre13.g567901.t1.1	CHLRE_13g567901v5
Cre13.g567950.t1.1	CHLRE_13g567950v5
Cre13.g568000.t1.1	CHLRE_13g568000v5
Cre13.g568025.t1.1	CHLRE_13g568025v5
Cre13.g568050.t1.1	CHLRE_13g568050v5
Cre13.g568100.t1.1	CHLRE_13g568100v5
Cre13.g568150.t1.1	CHLRE_13g568150v5
Cre13.g568176.t1.1	CHLRE_13g568176v5
Cre13.g568200.t1.1	CHLRE_13g568200v5
Cre13.g568250.t1.1	CHLRE_13g568250v5
Cre13.g568300.t1.1	CHLRE_13g568300v5
Cre13.g568316.t1.1	CHLRE_13g568316v5
Cre13.g568350.t1.1	CHLRE_13g568350v5
Cre13.g568400.t1.1	CHLRE_13g568400v5
Cre13.g568450.t1.1	CHLRE_13g568450v5
Cre13.g568467.t1.1	CHLRE_13g568467v5
Cre13.g568500.t1.1	CHLRE_13g568500v5
Cre13.g568550.t1.1	CHLRE_13g568550v5
Cre13.g568600.t1.1	CHLRE_13g568600v5
Cre13.g568650.t1.1	CHLRE_13g568650v5
Cre13.g568672.t1.1	CHLRE_13g568672v5
Cre13.g568700.t1.1	CHLRE_13g568700v5
Cre13.g568750.t1.1	CHLRE_13g568750v5
Cre13.g568800.t1.1	CHLRE_13g568800v5
Cre13.g568850.t1.1	CHLRE_13g568850v5
Cre13.g568900.t1.1	CHLRE_13g568900v5
Cre13.g568950.t1.1	CHLRE_13g568950v5
Cre13.g569000.t1.1	CHLRE_13g569000v5
Cre13.g569050.t1.1	CHLRE_13g569050v5
Cre13.g569100.t1.1	CHLRE_13g569100v5
Cre13.g569150.t1.1	CHLRE_13g569150v5
Cre13.g569200.t1.1	CHLRE_13g569200v5
Cre13.g569250.t1.1	CHLRE_13g569250v5
Cre13.g569275.t1.1	CHLRE_13g569275v5
Cre13.g569300.t1.1	CHLRE_13g569300v5
Cre13.g569326.t1.1	CHLRE_13g569326v5
Cre13.g569350.t1.1	CHLRE_13g569350v5
Cre13.g569400.t1.1	CHLRE_13g569400v5
Cre13.g569450.t1.1	CHLRE_13g569450v5
Cre13.g569500.t1.1	CHLRE_13g569500v5
Cre13.g569550.t1.1	CHLRE_13g569550v5
Cre13.g569600.t1.1	CHLRE_13g569600v5
Cre13.g569651.t1.1	CHLRE_13g569651v5
Cre13.g569700.t1.1	CHLRE_13g569700v5
Cre13.g569750.t1.1	CHLRE_13g569750v5
Cre13.g569801.t1.1	CHLRE_13g569801v5
Cre13.g569850.t1.1	CHLRE_13g569850v5
Cre13.g569900.t1.1	CHLRE_13g569900v5
Cre13.g569950.t1.1	CHLRE_13g569950v5
Cre13.g570000.t1.1	CHLRE_13g570000v5
Cre13.g570050.t1.1	CHLRE_13g570050v5
Cre13.g570100.t1.1	CHLRE_13g570100v5
Cre13.g570150.t1.1	CHLRE_13g570150v5
Cre13.g570200.t1.1	CHLRE_13g570200v5
Cre13.g570250.t1.1	CHLRE_13g570250v5
Cre13.g570300.t1.1	CHLRE_13g570300v5
Cre13.g570350.t1.1	CHLRE_13g570350v5
Cre13.g570400.t1.1	CHLRE_13g570400v5
Cre13.g570450.t1.1	CHLRE_13g570450v5
Cre13.g570500.t1.1	CHLRE_13g570500v5
Cre13.g570550.t1.1	CHLRE_13g570550v5
Cre13.g570600.t1.1	CHLRE_13g570600v5
Cre13.g570650.t1.1	CHLRE_13g570650v5
Cre13.g570700.t1.1	CHLRE_13g570700v5
Cre13.g570751.t1.1	CHLRE_13g570751v5
Cre13.g570801.t1.1	CHLRE_13g570801v5
Cre13.g570851.t1.1	CHLRE_13g570851v5
Cre13.g570900.t1.1	CHLRE_13g570900v5
Cre13.g570951.t1.1	CHLRE_13g570951v5
Cre13.g571000.t1.1	CHLRE_13g571000v5
Cre13.g571050.t1.1	CHLRE_13g571050v5
Cre13.g571100.t1.1	CHLRE_13g571100v5
Cre13.g571150.t1.1	CHLRE_13g571150v5
Cre13.g571200.t1.1	CHLRE_13g571200v5
Cre13.g571251.t1.1	CHLRE_13g571251v5
Cre13.g571300.t1.1	CHLRE_13g571300v5
Cre13.g571400.t1.1	CHLRE_13g571400v5
Cre13.g571450.t1.1	CHLRE_13g571450v5
Cre13.g571500.t1.1	CHLRE_13g571500v5
Cre13.g571520.t1.1	CHLRE_13g571520v5
Cre13.g571540.t1.1	CHLRE_13g571540v5
Cre13.g571560.t1.1	CHLRE_13g571560v5
Cre13.g571580.t1.1	CHLRE_13g571580v5
Cre13.g571600.t1.1	CHLRE_13g571600v5
Cre13.g571650.t1.1	CHLRE_13g571650v5
Cre13.g571700.t1.1	CHLRE_13g571700v5
Cre13.g571750.t1.1	CHLRE_13g571750v5
Cre13.g571800.t1.1	CHLRE_13g571800v5
Cre13.g571850.t1.1	CHLRE_13g571850v5
Cre13.g571876.t1.1	CHLRE_13g571876v5
Cre13.g571902.t1.1	CHLRE_13g571902v5
Cre13.g571927.t1.1	CHLRE_13g571927v5
Cre13.g571950.t1.1	CHLRE_13g571950v5
Cre13.g572000.t1.1	CHLRE_13g572000v5
Cre13.g572050.t1.1	CHLRE_13g572050v5
Cre13.g572100.t1.1	CHLRE_13g572100v5
Cre13.g572150.t1.1	CHLRE_13g572150v5
Cre13.g572200.t1.1	CHLRE_13g572200v5
Cre13.g572250.t1.1	CHLRE_13g572250v5
Cre13.g572272.t1.1	CHLRE_13g572272v5
Cre13.g572312.t1.1	CHLRE_13g572312v5
Cre13.g572350.t1.1	CHLRE_13g572350v5
Cre13.g572375.t1.1	CHLRE_13g572375v5
Cre13.g572401.t1.1	CHLRE_13g572401v5
Cre13.g572450.t1.1	CHLRE_13g572450v5
Cre13.g572500.t1.1	CHLRE_13g572500v5
Cre13.g572550.t1.1	CHLRE_13g572550v5
Cre13.g572600.t1.1	CHLRE_13g572600v5
Cre13.g572650.t1.1	CHLRE_13g572650v5
Cre13.g572700.t1.1	CHLRE_13g572700v5
Cre13.g572732.t1.1	CHLRE_13g572732v5
Cre13.g572750.t1.1	CHLRE_13g572750v5
Cre13.g572800.t1.1	CHLRE_13g572800v5
Cre13.g572850.t1.1	CHLRE_13g572850v5
Cre13.g572900.t1.1	CHLRE_13g572900v5
Cre13.g572950.t1.1	CHLRE_13g572950v5
Cre13.g573000.t1.1	CHLRE_13g573000v5
Cre13.g573050.t1.1	CHLRE_13g573050v5
Cre13.g573100.t1.1	CHLRE_13g573100v5
Cre13.g573150.t1.1	CHLRE_13g573150v5
Cre13.g573200.t1.1	CHLRE_13g573200v5
Cre13.g573250.t1.1	CHLRE_13g573250v5
Cre13.g573300.t1.1	CHLRE_13g573300v5
Cre13.g573351.t1.1	CHLRE_13g573351v5
Cre13.g573400.t1.1	CHLRE_13g573400v5
Cre13.g573450.t1.1	CHLRE_13g573450v5
Cre13.g573500.t1.1	CHLRE_13g573500v5
Cre13.g573550.t1.1	CHLRE_13g573550v5
Cre13.g573600.t1.1	CHLRE_13g573600v5
Cre13.g573650.t1.1	CHLRE_13g573650v5
Cre13.g573700.t1.1	CHLRE_13g573700v5
Cre13.g573750.t1.1	CHLRE_13g573750v5
Cre13.g573800.t1.1	CHLRE_13g573800v5
Cre13.g573850.t1.1	CHLRE_13g573850v5
Cre13.g573900.t1.1	CHLRE_13g573900v5
Cre13.g573950.t1.1	CHLRE_13g573950v5
Cre13.g574000.t1.1	CHLRE_13g574000v5
Cre13.g574041.t1.1	CHLRE_13g574041v5
Cre13.g574050.t1.1	CHLRE_13g574050v5
Cre13.g574100.t1.1	CHLRE_13g574100v5
Cre13.g574150.t1.1	CHLRE_13g574150v5
Cre13.g574200.t1.1	CHLRE_13g574200v5
Cre13.g574250.t1.1	CHLRE_13g574250v5
Cre13.g574300.t1.1	CHLRE_13g574300v5
Cre13.g574350.t1.1	CHLRE_13g574350v5
Cre13.g574375.t1.1	CHLRE_13g574375v5
Cre13.g574400.t1.1	CHLRE_13g574400v5
Cre13.g574500.t1.1	CHLRE_13g574500v5
Cre13.g574551.t1.1	CHLRE_13g574551v5
Cre13.g574600.t1.1	CHLRE_13g574600v5
Cre13.g574650.t1.1	CHLRE_13g574650v5
Cre13.g574700.t1.1	CHLRE_13g574700v5
Cre13.g574750.t1.1	CHLRE_13g574750v5
Cre13.g574800.t1.1	CHLRE_13g574800v5
Cre13.g574850.t1.1	CHLRE_13g574850v5
Cre13.g574900.t1.1	CHLRE_13g574900v5
Cre13.g574950.t1.1	CHLRE_13g574950v5
Cre13.g575000.t1.1	CHLRE_13g575000v5
Cre13.g575050.t1.1	CHLRE_13g575050v5
Cre13.g575101.t1.1	CHLRE_13g575101v5
Cre13.g575150.t1.1	CHLRE_13g575150v5
Cre13.g575175.t1.1	CHLRE_13g575175v5
Cre13.g575200.t1.1	CHLRE_13g575200v5
Cre13.g575250.t1.1	CHLRE_13g575250v5
Cre13.g575300.t1.1	CHLRE_13g575300v5
Cre13.g575333.t1.1	CHLRE_13g575333v5
Cre13.g575366.t1.1	CHLRE_13g575366v5
Cre13.g575400.t1.1	CHLRE_13g575400v5
Cre13.g575450.t1.1	CHLRE_13g575450v5
Cre13.g575500.t1.1	CHLRE_13g575500v5
Cre13.g575550.t1.1	CHLRE_13g575550v5
Cre13.g575600.t1.1	CHLRE_13g575600v5
Cre13.g575650.t1.1	CHLRE_13g575650v5
Cre13.g575701.t1.1	CHLRE_13g575701v5
Cre13.g575750.t1.1	CHLRE_13g575750v5
Cre13.g575776.t1.1	CHLRE_13g575776v5
Cre13.g575800.t1.1	CHLRE_13g575800v5
Cre13.g575850.t1.1	CHLRE_13g575850v5
Cre13.g575900.t1.1	CHLRE_13g575900v5
Cre13.g575950.t1.1	CHLRE_13g575950v5
Cre13.g576000.t1.1	CHLRE_13g576000v5
Cre13.g576050.t1.1	CHLRE_13g576050v5
Cre13.g576100.t1.1	CHLRE_13g576100v5
Cre13.g576150.t1.1	CHLRE_13g576150v5
Cre13.g576200.t1.1	CHLRE_13g576200v5
Cre13.g576250.t1.1	CHLRE_13g576250v5
Cre13.g576300.t1.1	CHLRE_13g576300v5
Cre13.g576350.t1.1	CHLRE_13g576350v5
Cre13.g576400.t1.1	CHLRE_13g576400v5
Cre13.g576433.t1.1	CHLRE_13g576433v5
Cre13.g576466.t1.1	CHLRE_13g576466v5
Cre13.g576500.t1.1	CHLRE_13g576500v5
Cre13.g576550.t1.1	CHLRE_13g576550v5
Cre13.g576600.t1.1	CHLRE_13g576600v5
Cre13.g576650.t1.1	CHLRE_13g576650v5
Cre13.g576700.t1.1	CHLRE_13g576700v5
Cre13.g576720.t1.1	CHLRE_13g576720v5
Cre13.g576740.t1.1	CHLRE_13g576740v5
Cre13.g576760.t1.1	CHLRE_13g576760v5
Cre13.g576800.t1.1	CHLRE_13g576800v5
Cre13.g576850.t1.1	CHLRE_13g576850v5
Cre13.g576900.t1.1	CHLRE_13g576900v5
Cre13.g576950.t1.1	CHLRE_13g576950v5
Cre13.g577000.t1.1	CHLRE_13g577000v5
Cre13.g577026.t1.1	CHLRE_13g577026v5
Cre13.g577050.t1.1	CHLRE_13g577050v5
Cre13.g577100.t1.1	CHLRE_13g577100v5
Cre13.g577150.t1.1	CHLRE_13g577150v5
Cre13.g577201.t1.1	CHLRE_13g577201v5
Cre13.g577250.t1.1	CHLRE_13g577250v5
Cre13.g577300.t1.1	CHLRE_13g577300v5
Cre13.g577352.t1.1	CHLRE_13g577352v5
Cre13.g577400.t1.1	CHLRE_13g577400v5
Cre13.g577450.t1.1	CHLRE_13g577450v5
Cre13.g577500.t1.1	CHLRE_13g577500v5
Cre13.g577550.t1.1	CHLRE_13g577550v5
Cre13.g577600.t1.1	CHLRE_13g577600v5
Cre13.g577650.t1.1	CHLRE_13g577650v5
Cre13.g577700.t1.1	CHLRE_13g577700v5
Cre13.g577750.t1.1	CHLRE_13g577750v5
Cre13.g577800.t1.1	CHLRE_13g577800v5
Cre13.g577850.t1.1	CHLRE_13g577850v5
Cre13.g577900.t1.1	CHLRE_13g577900v5
Cre13.g577950.t1.1	CHLRE_13g577950v5
Cre13.g578012.t1.1	CHLRE_13g578012v5
Cre13.g578050.t1.1	CHLRE_13g578050v5
Cre13.g578051.t1.1	CHLRE_13g578051v5
Cre13.g578074.t1.1	CHLRE_13g578074v5
Cre13.g578100.t1.1	CHLRE_13g578100v5
Cre13.g578150.t1.1	CHLRE_13g578150v5
Cre13.g578200.t1.1	CHLRE_13g578200v5
Cre13.g578201.t1.1	CHLRE_13g578201v5
Cre13.g578350.t1.1	CHLRE_13g578350v5
Cre13.g578400.t1.1	CHLRE_13g578400v5
Cre13.g578451.t1.1	CHLRE_13g578451v5
Cre13.g578501.t1.1	CHLRE_13g578501v5
Cre13.g578550.t1.1	CHLRE_13g578550v5
Cre13.g578600.t1.1	CHLRE_13g578600v5
Cre13.g578650.t1.1	CHLRE_13g578650v5
Cre13.g578676.t1.1	CHLRE_13g578676v5
Cre13.g578700.t1.1	CHLRE_13g578700v5
Cre13.g578750.t1.1	CHLRE_13g578750v5
Cre13.g578800.t1.1	CHLRE_13g578800v5
Cre13.g578850.t1.1	CHLRE_13g578850v5
